Frequency / Hz,Vm3:Measured voltage,Vm3:Measured voltage
4200,41.97986635,190.304117
4300,42.89712635,197.9314095
4400,40.62804413,199.2101626
4500,40.92062484,187.1978766
4600,41.74714177,193.2111523
4700,40.51538156,200.2683208
4800,38.87367884,195.6544844
4900,38.76930374,187.2275429
5000,39.29971477,184.9858882
5100,39.51206835,186.209506
5200,39.39848326,187.6018852
5300,39.12221692,187.752758
5400,38.70436111,186.3624428
5500,38.05571888,183.8405185
5600,36.96943004,181.7719529
5700,35.53163924,185.0897074
5800,35.2545366,195.5909552
5900,36.6255756,197.4887607
6000,36.92566342,186.7083744
6100,34.69088509,181.3951693
6200,34.58531613,198.6511216
6300,36.29057971,186.8485368
6400,32.99932121,184.6777827
6500,35.40797436,194.1165979
6600,33.00634631,180.1498905
6700,34.97045537,194.5724673
6800,31.78779558,183.3981403
6900,34.61970758,185.9982359
7000,32.21274132,198.4675048
7100,31.85292637,176.8063203
7200,33.88353136,185.0236701
7300,32.77462379,198.0375999
7400,30.25335319,193.5667438
7500,30.28980195,178.6529115
7600,31.55882274,174.7852264
7700,32.28592928,178.6262054
7800,32.49112683,181.1246296
7900,32.29820548,183.2712707
8000,32.12596458,181.8140944
8100,31.64388895,179.5601382
8200,30.74793447,174.5855855
8300,29.13089127,173.7759917
8400,27.38731707,185.0911552
8500,28.87415517,199.2855004
8600,30.82162172,190.87114
8700,29.70944681,173.5125111
8800,26.41903784,187.5469814
8900,29.94327418,194.3316984
9000,28.4542093,171.4239178
9100,27.58430676,199.781591
9200,29.30551107,175.4719418
9300,26.68912563,198.8372816
9400,28.44236853,172.2848918
9500,28.07149168,198.8888138
9600,25.36723648,173.3329525
9700,29.00165379,181.4928913
9800,27.00168621,200.0618741
9900,23.96103868,181.6183468
10000,26.80531704,169.4868412
11000,27.00424311,181.8979079
12000,20.7105145,198.1563058
13000,24.39862568,187.4633342
14000,22.81877055,172.0523471
15000,22.0917192,176.0769179
16000,19.69019242,202.9324483
17000,15.64902369,153.3919727
18000,14.44230362,212.7188833
19000,16.5953774,207.7776957
20000,13.40736068,215.3674909
21000,9.715318721,146.1870918
22000,16.00199851,198.0405682
23000,14.7386212,157.1884504
24000,12.41393169,147.0029286
25000,14.08711107,163.3424222
26000,12.30666055,214.0382108
26370,9.503495533,313.4755775
